Objective,Algorithm,ScenarioID,Description,RiseTime,SettlingTime,OvershootPct,SteadyStateError,PeakTime,ObjectiveValue
ISE,HOA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,337.0474088715182
ISE,HOA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,267.44047850755084
ISE,HOA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,313.4116266995428
ISE,HOA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,644.7794019833458
ISE,HOA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,828.4278400755595
ISE,HOA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,507.9165333819306
ISE,HOA,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,697.137041905436
ISE,HOA,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,201.28927472142752
ISE,HOA,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,216.48528029330362
ISE,HOA,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,185.5219177347827
ISE,HOA,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,205.10216319479784
ISE,PSO,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,301.6020399902145
ISE,PSO,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,337.0474088715182
ISE,PSO,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,267.44047850755084
ISE,PSO,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,313.4116266995428
ISE,PSO,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,644.7794019833458
ISE,PSO,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,828.4278400755595
ISE,PSO,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,507.9165333819306
ISE,PSO,S7,Up Res+,1.6955930397317558,1.7666666666666666,0.0,0.06550629752532089,24.934493702474672,697.137041905436
ISE,PSO,S8,Down Normal,0.473693749229687,0.5,0.0,-0.02252731014232623,25.02252731014233,201.28927472142752
ISE,PSO,S9,Down Mass+,0.5104567922238523,0.5333333333333333,0.0,-0.025335637102845254,25.025335637102845,216.48528029330362
ISE,PSO,S10,Down Mass-,0.4352158562324784,0.4666666666666667,0.0,-0.019718983041592253,25.0197189830416,185.5219177347827
ISE,PSO,S11,Down Res+,0.4854296106227016,0.5166666666666666,0.0,-0.019630310234809656,25.019630310234817,205.10216319479784
ISE,SKA,S0,Normal,0.7331276348096615,0.7666666666666666,0.0,0.020264430066657013,24.97973556993335,301.6020399902145
ISE,SKA,S1,Mass+10%,0.823099084674635,0.8666666666666667,0.0,0.021735276567376616,24.97826472343262,337.0474088715182
ISE,SKA,S2,Mass-10%,0.6463921410862707,0.6833333333333333,0.0,0.018793583604384878,24.981206416395615,267.44047850755084
ISE,SKA,S3,Res+20%,0.761501680604928,0.8,0.0,0.023206123106568555,24.976793876893428,313.4116266995428
ISE,SKA,S4,Up Normal,1.5652555130358827,1.6333333333333333,0.0,0.06260929323276088,24.93739070676724,644.7794019833458
ISE,SKA,S5,Up Mass+,2.0300620526188404,2.1166666666666667,0.0,0.06831462902153618,24.931685370978457,828.4278400755595
ISE,SKA,S6,Up Mass-,1.2218495977646255,1.2833333333333332,0.0,0.05690395802270487,24.94309604197729,507.9165333819306
